"d_pres_fav","r_pres_fav","vt_pres_2","vt_pres_4","vt_sen","vt_gov","likely","scale","partyid","sample","phoneuse","gender","educ","hisp","cuban","race","age","racer","turnout_score","turnout_class","region","rvweight","likelyyn","lvweight","file_race","file_party","file_county","file_age","state","poll","poll_id","file_vt16","file_vt14","file_vt12"
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Very likely","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","High school","No",NA,"African American/Black",77,"African American/Black",0.993067048,"High","Southwest",1.09823846817017,1,1.09443145087798,"Black","Democratic","Rowan",77,"North Carolina","September","North Carolina September",1,1,1
"Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Very likely","Nine","or as a member of another political party","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"[DO NOT READ] Other/Something else (specify)",23,"[DO NOT READ] Other/Something else (specify)",0.205043705,"Low","North Central",1.24463653564453,1,0.749920711145725,"White","Other","Granville",23,"North Carolina","September","North Carolina September",1,0,0
"[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","[DO NOT READ] Refused","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",0,"Caucasian/White",0.790089905,"Middle","Southwest",1.91643977165222,1,1.71529974438757,"White","Republican","Rowan",56,"North Carolina","September","North Carolina September",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline only","Male","High school","No",NA,"African American/Black",86,"African American/Black",0.230794072,"Low","North Central",0.691593825817108,1,0.425604790523749,"Black","Democratic","Wake",79,"North Carolina","September","North Carolina September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","High school","No",NA,"Caucasian/White",48,"Caucasian/White",0.988795783,"High","East/ South Central",0.584673047065735,1,0.581397645219047,"White","Other","Lenoir",48,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Graduate or Professional degree","No",NA,"Caucasian/White",37,"Caucasian/White",0.84361047,"Middle","Western",0.730146110057831,1,0.673052506566195,"White","Other","Buncombe",37,"North Carolina","September","North Carolina September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Male","Bachelors' degree","No",NA,"Caucasian/White",72,"Caucasian/White",0.99353737,"High","Piedmont-Triad",0.689737677574158,1,0.687508917870547,"White","Republican","Rockingham",72,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"African American/Black",57,"African American/Black",0.995492804,"High","North Central",1.7041974067688,1,1.7003568309013,"Black","Democratic","Durham",57,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"African American/Black",27,"African American/Black",0.751722294,"Middle","Western",1.39105153083801,1,1.21836798933589,"Black","Democratic","Catawba",27,"North Carolina","September","North Carolina September",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",70,"Caucasian/White",0.992361766,"High","Western",0.551096618175507,1,0.54899191571239,"White","Other","Catawba",70,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","High school","No",NA,"African American/Black",66,"African American/Black",0.725958671,"Middle","Southwest",1.60506224632263,1,1.38513555076764,"Black","Democratic","Gaston",65,"North Carolina","September","North Carolina September",0,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"African American/Black",66,"African American/Black",0.262455204,"Low","North Central",1.09199142456055,1,0.689295128329918,"Black","Democratic","Lee",32,"North Carolina","September","North Carolina September",0,0,0
"Unfavorable","Unfavorable","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Asian",52,"[DO NOT READ] Other/Something else (specify)",0.796548618,"Middle","East/ South Central",0.647470891475677,1,0.581606467637928,"White","Other","New Hanover",52,"North Carolina","September","North Carolina September",1,1,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Pat McCrory, the Republican","Very likely","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Male","High school","No",NA,"African American/Black",44,"African American/Black",0.444130254,"Low","Southwest",1.17849981784821,1,0.850953620644041,"Black","Democratic","Cleveland",44,"North Carolina","September","North Carolina September",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Male","Some college or trade school","No",NA,"Caucasian/White",69,"Caucasian/White",0.917215983,"High","Piedmont-Triad",0.689737677574158,1,0.661188049761238,"White","Republican","Caswell",69,"North Carolina","September","North Carolina September",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Very likely","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Male","Grade school","No",NA,"Caucasian/White",84,"Caucasian/White",0.987247619,"High","East/ South Central",0.560516238212585,1,0.556942279899399,"White","Republican","Montgomery",83,"North Carolina","September","North Carolina September",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Very likely","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Bachelors' degree","No",NA,"Caucasian/White",35,"Caucasian/White",0.847049938,"Middle","North Central",1.54402887821198,1,1.42594922188582,"White","Democratic","Nash",35,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",35,"Caucasian/White",0.577621723,"Middle","North Central",1.81633591651917,1,1.43274549908287,"White","Other","Wake",34,"North Carolina","September","North Carolina September",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Pat McCrory, the Republican","Not at all likely","Ten (definitely will vote)","Democrat","Landline","Landline only","Male","High school","No",NA,"African American/Black",54,"African American/Black",0.989651815,"High","North Central",1.2913064956665,0,0.638971908578823,"Black","Democratic","Nash",53,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Male","High school","No",NA,"Caucasian/White",21,"Caucasian/White",0.331235322,"Low","East/ South Central",0.619358479976654,1,0.412255942762576,"White","Democratic","Brunswick",20,"North Carolina","September","North Carolina September",0,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Very likely","Eight","Republican","Landline","Landline only","Female","High school","No",NA,"Caucasian/White",71,"Caucasian/White",0.787033376,"Middle","East/ South Central",0.819187998771667,0,0.322364148125975,"White","Republican","Carteret",71,"North Carolina","September","North Carolina September",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Very likely","Ten (definitely will vote)","Republican","Cell","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",75,"Caucasian/White",0.992930565,"High","North Central",0.957523047924042,1,0.954138474449891,"White","Republican","Harnett",75,"North Carolina","September","North Carolina September",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Male","High school","No",NA,"Caucasian/White",55,"Caucasian/White",0.950270441,"High","North Central",1.21504092216492,1,1.18482919755181,"White","Republican","Harnett",55,"North Carolina","September","North Carolina September",0,1,1
"Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Bachelors' degree","No",NA,"Caucasian/White",53,"Caucasian/White",0.661105475,"Middle","Piedmont-Triad",1.10694468021393,1,0.91937593441274,"White","Other","Guilford",21,"North Carolina","September","North Carolina September",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline only","Female","Graduate or Professional degree","No",NA,"African American/Black",54,"African American/Black",0.838319814,"Middle","Southwest",2.03673505783081,1,1.87208520633941,"Black","Democratic","Mecklenburg",54,"North Carolina","September","North Carolina September",0,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Male","Graduate or Professional degree","No",NA,"Caucasian/White",85,"Caucasian/White",0.981439581,"High","Piedmont-Triad",0.636090934276581,1,0.630187877145443,"White","Democratic","Alamance",85,"North Carolina","September","North Carolina September",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Almost certain","Ten (definitely will vote)","or as a member of another political party","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Caucasian/White",34,"Caucasian/White",0.828640811,"Middle","Piedmont-Triad",0.991377592086792,1,0.906436762000409,"White","Other","Guilford",34,"North Carolina","September","North Carolina September",1,1,1
