state,sex,age,race
California,Female,34,Other Asian or Pacific Islander
Delaware,Female,4,White
Texas,Female,92,White
Louisiana,Female,17,Black/Negro
Nevada,Female,45,White
Pennsylvania,Male,17,White
Arizona,Female,40,White
Georgia,Male,63,White
Massachusetts,Male,10,White
Ohio,Male,25,Black/Negro
Mississippi,Female,58,White
Wisconsin,Female,64,White
Texas,Female,67,White
Oklahoma,Male,1,White
Virginia,Female,56,White
Maryland,Female,14,Two major races
Wisconsin,Female,82,White
Missouri,Male,61,White
Pennsylvania,Male,1,White
Nebraska,Male,54,White
Missouri,Female,58,White
New York,Male,18,White
Texas,Male,41,White
Alabama,Male,10,White
California,Female,15,White
New Jersey,Male,40,White
Massachusetts,Male,27,White
Texas,Male,31,White
Massachusetts,Female,26,Black/Negro
Mississippi,Female,88,White
Mississippi,Female,17,White
Pennsylvania,Female,54,White
Arizona,Male,3,White
Florida,Male,3,White
California,Male,88,White
Kentucky,Male,28,White
Minnesota,Male,1,White
Utah,Female,17,White
Colorado,Female,1,White
Georgia,Male,53,White
New York,Male,57,Chinese
Illinois,Female,82,White
California,Male,17,White
Arizona,Male,49,White
Minnesota,Male,41,White
Texas,Male,2,White
Alabama,Female,32,White
Kentucky,Female,57,Black/Negro
Illinois,Male,58,Black/Negro
Texas,Female,23,White
Florida,Male,23,American Indian or Alaska Native
California,Female,22,Chinese
New Jersey,Male,51,White
Arizona,Male,43,"Other race, nec"
South Carolina,Male,39,White
Pennsylvania,Female,41,White
Arizona,Female,9,White
New Jersey,Female,58,Black/Negro
Hawaii,Female,71,Japanese
Texas,Male,74,White
Massachusetts,Male,64,White
Maryland,Male,29,"Other race, nec"
Pennsylvania,Male,21,White
Minnesota,Female,26,Black/Negro
California,Female,50,White
Michigan,Female,7,Black/Negro
Florida,Male,19,"Other race, nec"
Pennsylvania,Male,18,White
Connecticut,Female,57,White
Ohio,Female,87,White
Texas,Female,45,White
Virginia,Male,81,White
California,Male,42,White
Pennsylvania,Female,18,Black/Negro
Alabama,Male,30,White
Pennsylvania,Female,19,White
Oregon,Male,37,White
Minnesota,Male,34,White
Texas,Male,83,White
Florida,Male,59,White
New York,Male,9,White
Washington,Male,20,White
Texas,Female,5,White
Pennsylvania,Male,13,White
Oklahoma,Female,42,White
Arizona,Male,27,White
Tennessee,Female,0,White
Texas,Female,43,White
Idaho,Male,76,White
South Carolina,Male,71,White
Illinois,Male,53,White
Alabama,Male,27,White
Indiana,Female,39,White
South Carolina,Female,24,White
Oregon,Female,50,White
New York,Male,37,White
North Carolina,Male,45,White
California,Male,41,Black/Negro
Tennessee,Female,25,Black/Negro
Missouri,Male,37,White
Georgia,Male,32,Black/Negro
Oregon,Female,13,White
Maryland,Male,21,White
New York,Male,20,White
Massachusetts,Female,42,White
South Carolina,Female,43,White
Mississippi,Female,5,White
Arizona,Female,33,White
Georgia,Female,27,White
Tennessee,Male,12,Black/Negro
California,Male,59,White
Minnesota,Female,65,Other Asian or Pacific Islander
Washington,Male,50,Chinese
West Virginia,Female,63,White
New Jersey,Male,2,White
Michigan,Male,46,White
Wisconsin,Male,11,Black/Negro
Iowa,Male,24,White
Wyoming,Male,57,White
Connecticut,Female,13,Black/Negro
Maryland,Male,11,Two major races
Michigan,Female,17,White
Georgia,Female,34,Black/Negro
Massachusetts,Male,9,White
Georgia,Female,31,White
Missouri,Male,50,White
Wisconsin,Female,50,White
New York,Female,19,White
California,Male,40,Black/Negro
Maryland,Female,63,Chinese
Louisiana,Female,35,White
New Jersey,Male,20,White
Arizona,Female,2,White
New Jersey,Male,80,White
Texas,Male,12,White
South Carolina,Female,44,White
Minnesota,Male,6,White
Maryland,Female,47,White
Texas,Female,37,White
Michigan,Male,64,White
Tennessee,Female,34,White
Oklahoma,Male,54,White
Louisiana,Female,72,White
Colorado,Male,58,White
Wisconsin,Female,60,White
Kentucky,Female,47,White
New York,Male,53,White
Michigan,Female,64,Black/Negro
New York,Female,20,White
California,Male,1,White
Nevada,Female,55,White
Minnesota,Male,0,White
New York,Male,16,White
Texas,Female,39,White
Connecticut,Female,8,White
Tennessee,Female,31,Black/Negro
South Carolina,Male,64,White
Virginia,Male,41,Three or more major races
Minnesota,Male,35,White
Texas,Female,69,White
New York,Male,55,White
Massachusetts,Male,11,White
North Carolina,Female,69,White
Maryland,Male,65,Black/Negro
California,Female,28,White
Wisconsin,Male,33,White
Arizona,Female,64,White
Wisconsin,Female,75,White
Tennessee,Female,52,White
Florida,Female,33,White
Illinois,Female,33,White
Utah,Female,17,White
New York,Female,21,Black/Negro
Nevada,Female,73,White
California,Female,11,Other Asian or Pacific Islander
Kentucky,Female,8,White
New York,Female,65,White
Pennsylvania,Female,73,White
Colorado,Male,65,White
Illinois,Male,63,White
Maryland,Male,60,White
Oklahoma,Male,25,Two major races
Texas,Female,9,Two major races
Washington,Female,51,White
New York,Male,23,White
West Virginia,Female,53,White
Florida,Male,57,White
Minnesota,Male,53,Chinese
Michigan,Male,49,White
New Jersey,Female,33,White
Indiana,Male,55,White
Minnesota,Male,19,White
Texas,Female,76,White
Wisconsin,Male,72,White
Indiana,Male,51,White
Oklahoma,Male,47,White
Texas,Male,28,White
Ohio,Female,58,White
California,Male,68,White
North Carolina,Female,74,White
California,Male,62,White
Wisconsin,Female,3,Two major races
Iowa,Male,39,White
Illinois,Male,70,White
Maryland,Female,7,White
New Hampshire,Male,58,White
Iowa,Male,8,White
South Carolina,Female,54,White
Michigan,Male,3,White
Wyoming,Female,75,White
New Jersey,Male,31,"Other race, nec"
California,Male,38,White
Virginia,Male,26,White
Illinois,Male,42,White
California,Male,27,White
Florida,Male,40,White
California,Male,16,"Other race, nec"
Washington,Female,79,Other Asian or Pacific Islander
California,Male,79,White
Florida,Male,56,White
Ohio,Female,44,White
Florida,Female,6,White
Indiana,Male,9,White
Alaska,Male,32,Two major races
Texas,Female,53,White
Maryland,Male,25,Black/Negro
New Hampshire,Male,38,White
Minnesota,Female,33,White
New York,Male,33,"Other race, nec"
Arizona,Female,68,White
Mississippi,Male,3,Black/Negro
New Jersey,Female,11,White
Nevada,Female,4,"Other race, nec"
Michigan,Male,10,White
Washington,Male,64,White
California,Male,3,White
New Hampshire,Male,29,White
Florida,Female,16,White
South Carolina,Female,36,White
Wisconsin,Male,8,Black/Negro
New York,Male,39,White
Georgia,Female,19,Black/Negro
California,Female,38,White
Indiana,Male,93,White
Tennessee,Female,30,White
Missouri,Male,4,Black/Negro
Minnesota,Female,34,Black/Negro
Georgia,Female,11,Other Asian or Pacific Islander
New Jersey,Male,39,White
Ohio,Female,5,White
Georgia,Male,24,White
Ohio,Male,2,White
South Dakota,Female,46,White
New York,Male,38,White
Texas,Male,50,White
Michigan,Male,94,White
California,Female,20,Black/Negro
New York,Male,8,Other Asian or Pacific Islander
Alaska,Male,60,White
Michigan,Female,45,White
New York,Male,44,Black/Negro
Minnesota,Male,8,White
Florida,Female,39,White
Maryland,Female,72,White
Connecticut,Male,34,"Other race, nec"
Missouri,Female,64,White
California,Female,22,"Other race, nec"
Idaho,Female,6,White
North Carolina,Female,57,White
Texas,Female,35,"Other race, nec"
Nebraska,Male,25,American Indian or Alaska Native
Mississippi,Female,19,White
North Carolina,Female,33,White
Missouri,Male,7,White
California,Female,72,Other Asian or Pacific Islander
California,Female,58,White
New York,Male,42,Black/Negro
Mississippi,Male,9,White
Oregon,Male,42,White
Florida,Male,7,Black/Negro
Georgia,Male,55,White
Arizona,Female,16,White
California,Male,47,White
Indiana,Female,16,White
Texas,Male,46,Two major races
New Jersey,Male,8,White
Arizona,Male,14,White
Pennsylvania,Female,55,White
Florida,Male,20,White
Oregon,Female,36,"Other race, nec"
Ohio,Female,24,White
New York,Female,33,White
Arizona,Female,23,American Indian or Alaska Native
Texas,Female,28,Black/Negro
Texas,Male,27,Black/Negro
Pennsylvania,Male,29,White
Washington,Female,40,White
California,Male,20,Other Asian or Pacific Islander
Maryland,Female,50,Black/Negro
New Jersey,Female,42,White
Alabama,Male,14,White
California,Male,44,Other Asian or Pacific Islander
Washington,Male,19,Other Asian or Pacific Islander
Virginia,Male,3,Black/Negro
Texas,Female,50,Black/Negro
Colorado,Male,26,White
Indiana,Male,85,White
New York,Female,59,White
Texas,Male,39,White
Ohio,Male,9,Black/Negro
Minnesota,Male,94,White
Massachusetts,Female,14,White
Pennsylvania,Male,17,White
Arizona,Female,47,White
California,Male,27,"Other race, nec"
Kansas,Female,89,White
Kentucky,Male,21,White
Missouri,Male,34,Black/Negro
Rhode Island,Female,8,Other Asian or Pacific Islander
Florida,Male,50,White
Pennsylvania,Female,53,White
Texas,Female,9,Two major races
New Jersey,Male,58,White
Florida,Male,90,White
California,Male,18,White
West Virginia,Male,33,White
Georgia,Female,40,Black/Negro
Louisiana,Female,21,White
Illinois,Female,18,Black/Negro
California,Male,3,White
Idaho,Female,21,White
Massachusetts,Male,6,Other Asian or Pacific Islander
Texas,Male,26,White
Massachusetts,Male,61,White
Massachusetts,Female,21,White
California,Male,33,White
Maine,Female,54,White
Indiana,Male,28,Black/Negro
Florida,Female,37,White
Missouri,Female,24,White
Florida,Male,49,White
Montana,Female,84,White
Oregon,Male,19,White
Missouri,Male,48,Black/Negro
Florida,Male,11,White
Pennsylvania,Male,62,White
Minnesota,Female,77,White
Mississippi,Female,23,Black/Negro
Arizona,Female,74,White
Pennsylvania,Male,45,White
Michigan,Male,20,Black/Negro
Texas,Female,21,"Other race, nec"
Massachusetts,Male,69,White
New York,Female,48,White
Indiana,Female,12,White
Virginia,Female,42,White
Connecticut,Female,78,White
New York,Male,38,White
Texas,Female,11,White
Connecticut,Male,66,White
Michigan,Female,60,White
Washington,Female,84,White
California,Male,50,Other Asian or Pacific Islander
Washington,Female,45,Two major races
Texas,Female,64,White
Texas,Male,42,"Other race, nec"
Maryland,Female,27,White
New Mexico,Female,19,American Indian or Alaska Native
Arizona,Female,6,White
Kentucky,Male,50,White
Oklahoma,Male,50,White
Arizona,Male,61,White
California,Male,0,"Other race, nec"
New York,Male,59,Black/Negro
Arizona,Male,1,White
Utah,Female,7,White
Washington,Female,55,White
Texas,Female,40,White
Massachusetts,Female,74,White
California,Female,57,Black/Negro
Alabama,Male,24,Black/Negro
Michigan,Male,12,White
Mississippi,Male,7,White
California,Male,22,Black/Negro
Utah,Male,10,Two major races
Ohio,Female,55,White
California,Male,65,Black/Negro
Georgia,Female,80,White
Louisiana,Male,6,White
Massachusetts,Female,44,White
Oklahoma,Male,1,White
Minnesota,Female,45,White
Florida,Female,14,White
New York,Male,21,White
Illinois,Female,60,White
Kentucky,Female,60,White
New Jersey,Female,35,White
Minnesota,Female,81,White
Virginia,Female,3,Black/Negro
Florida,Female,24,White
California,Male,45,"Other race, nec"
Texas,Male,33,White
Pennsylvania,Male,19,White
Pennsylvania,Female,47,White
Arkansas,Female,64,White
New York,Female,70,White
Michigan,Male,3,White
New York,Male,39,Black/Negro
California,Female,50,White
New Jersey,Female,27,White
Ohio,Female,21,White
Texas,Female,29,Black/Negro
Wisconsin,Female,59,White
Illinois,Female,68,White
Illinois,Male,54,White
Pennsylvania,Male,45,White
New Jersey,Male,5,Other Asian or Pacific Islander
Kentucky,Male,58,Black/Negro
Virginia,Male,17,White
Virginia,Male,33,"Other race, nec"
Arizona,Male,26,White
Texas,Male,35,White
Kansas,Male,35,Black/Negro
Indiana,Male,69,White
Florida,Male,13,White
New Jersey,Male,21,White
Michigan,Male,26,White
Michigan,Male,8,White
Iowa,Male,39,White
Colorado,Female,16,White
Florida,Female,72,White
Tennessee,Male,58,White
California,Male,17,White
Michigan,Female,4,White
California,Male,42,White
Maryland,Female,55,Black/Negro
Illinois,Male,27,Black/Negro
Ohio,Male,56,White
New York,Female,35,White
Maryland,Male,45,White
Florida,Male,39,Two major races
California,Male,69,Black/Negro
California,Female,71,White
Minnesota,Male,41,White
Ohio,Male,61,White
Florida,Male,61,White
California,Female,53,Chinese
Florida,Female,44,Black/Negro
Connecticut,Male,43,White
Florida,Male,35,White
Texas,Female,56,White
Arkansas,Male,63,White
Indiana,Male,8,Black/Negro
Georgia,Female,40,Black/Negro
California,Female,31,"Other race, nec"
Nevada,Male,55,"Other race, nec"
Florida,Male,8,White
Florida,Male,42,White
Minnesota,Male,13,White
District of Columbia,Female,20,White
Virginia,Male,50,White
Pennsylvania,Male,48,White
Pennsylvania,Male,56,Black/Negro
New York,Female,1,Two major races
Louisiana,Male,28,White
Colorado,Female,40,White
Virginia,Male,45,White
Kansas,Female,62,White
Oregon,Female,84,White
Missouri,Female,83,White
South Carolina,Male,42,Black/Negro
Ohio,Female,39,White
Iowa,Female,88,White
California,Male,13,Two major races
Virginia,Female,35,White
Pennsylvania,Male,53,White
North Carolina,Female,14,White
Texas,Female,45,White
Pennsylvania,Female,74,White
Ohio,Male,30,Black/Negro
Ohio,Male,32,White
California,Male,69,White
Texas,Male,27,White
New Jersey,Female,22,White
Colorado,Male,15,White
Iowa,Male,35,White
Texas,Female,1,White
Michigan,Female,43,White
Texas,Female,44,White
Michigan,Female,56,White
Wisconsin,Male,44,White
Massachusetts,Male,1,Black/Negro
New Jersey,Female,32,White
Texas,Male,63,White
Ohio,Female,20,White
Texas,Female,21,White
Kansas,Female,33,White
Kentucky,Female,66,White
Florida,Female,81,White
Arizona,Male,65,White
Georgia,Female,41,"Other race, nec"
New York,Female,45,White
North Carolina,Male,46,White
Mississippi,Female,57,White
Texas,Male,50,White
Arizona,Female,42,White
Maryland,Male,43,White
Texas,Female,19,Black/Negro
Kansas,Female,61,Black/Negro
Washington,Male,2,White
Mississippi,Male,7,Black/Negro
Texas,Female,7,White
Connecticut,Male,13,White
California,Male,26,Black/Negro
New York,Female,29,Other Asian or Pacific Islander
Texas,Female,44,White
Maryland,Female,9,White
California,Male,30,White
North Carolina,Male,22,"Other race, nec"
California,Male,28,"Other race, nec"
Oregon,Male,29,White
California,Male,9,White
Pennsylvania,Male,0,Black/Negro
Minnesota,Male,69,White
Georgia,Male,6,Black/Negro
North Carolina,Female,3,White
Kansas,Female,17,Other Asian or Pacific Islander
New York,Female,61,White
Florida,Female,68,White
Oklahoma,Female,24,Two major races
Colorado,Male,27,White
North Carolina,Male,52,White
Connecticut,Female,76,White
Arizona,Male,45,White
New Jersey,Female,12,White
Indiana,Male,22,White
Washington,Male,79,White
Missouri,Male,27,White
Pennsylvania,Female,24,White
Nebraska,Male,61,Other Asian or Pacific Islander
Illinois,Female,64,White
Illinois,Male,1,White
Oklahoma,Female,5,Black/Negro
Texas,Male,25,Black/Negro
Kentucky,Female,65,White
West Virginia,Male,55,White
Pennsylvania,Female,51,White
New Jersey,Female,34,White
Maryland,Female,34,White
Oklahoma,Male,56,Two major races
Mississippi,Female,54,White
Pennsylvania,Female,14,White
Texas,Male,10,White
Oklahoma,Female,85,White
Iowa,Female,11,White
Minnesota,Female,81,White
New Jersey,Female,0,"Other race, nec"
Illinois,Female,35,White
Arizona,Male,13,American Indian or Alaska Native
Indiana,Male,71,White
Michigan,Male,9,White
Iowa,Female,16,White
Texas,Male,6,White
Wisconsin,Male,55,White
Michigan,Male,49,White
Wisconsin,Female,31,White
North Dakota,Female,12,White
Indiana,Male,56,White
Virginia,Male,21,White
California,Female,58,"Other race, nec"
California,Female,69,"Other race, nec"
California,Male,37,White
Arkansas,Male,81,White
Georgia,Male,52,Black/Negro
Michigan,Male,69,White
Massachusetts,Male,79,White
New York,Male,43,Black/Negro
Colorado,Male,51,White
Oregon,Male,16,White
Louisiana,Female,29,White
California,Male,6,"Other race, nec"
Arizona,Female,56,White
Maryland,Male,19,White
Illinois,Female,93,White
Michigan,Female,82,Black/Negro
Pennsylvania,Female,24,Black/Negro
Tennessee,Male,15,White
Massachusetts,Female,71,White
Texas,Male,45,White
Colorado,Male,17,White
Mississippi,Female,25,Black/Negro
Massachusetts,Male,26,White
Illinois,Male,7,White
Kansas,Male,38,White
Florida,Female,65,White
Mississippi,Male,59,Black/Negro
California,Female,13,White
Florida,Female,37,White
Michigan,Male,35,Three or more major races
Tennessee,Female,14,Two major races
California,Male,81,White
Oregon,Female,62,White
Iowa,Male,31,White
Texas,Female,84,Black/Negro
Tennessee,Female,53,White
New York,Male,16,Black/Negro
New York,Male,39,Other Asian or Pacific Islander
District of Columbia,Male,47,White
Missouri,Female,72,White
New York,Female,64,White
California,Female,1,White
Alabama,Male,18,White
Texas,Male,60,White
California,Female,35,Black/Negro
Washington,Female,27,White
Kansas,Female,63,White
Missouri,Male,23,White
North Carolina,Male,28,White
Maryland,Male,20,Black/Negro
Alabama,Female,66,Black/Negro
Texas,Male,3,White
Colorado,Male,51,White
Tennessee,Female,62,White
South Carolina,Female,18,Black/Negro
Mississippi,Male,38,White
